station,year,month,day,rain,rel_hum,tmax,tmin
Kankan,2002,11,14,0,64,35.5,20
Kankan,2002,11,15,0,68,34.6,22.5
Kankan,2002,11,16,0,64,35.5,23
Kankan,2002,11,17,0,70,35.5,22
Kankan,2002,11,18,0,67,34.7,22
Kankan,2002,11,19,0,68,36,22
Kankan,2002,11,20,0,71,35.5,21.5
Kankan,2002,11,21,0,56,36,22.5
Kankan,2002,11,22,0,65,36,22.5
Kankan,2002,11,23,0,63,36,21.5
Kankan,2002,11,24,0,56,36,20.5
Kankan,2002,11,25,0,55,36.5,20.2
Kankan,2002,11,26,0,54,36.5,20
Kankan,2002,11,27,0,50,35.6,18.5
Kankan,2002,11,28,0,51,36.5,18.5
Kankan,2002,11,29,0,47,35.6,16
Kankan,2002,11,30,0,53,35.7,15.5
Kankan,2002,12,1,0,57,35.5,15.5
Kankan,2002,12,2,0,54,35.5,15
Kankan,2002,12,3,0,56,34.6,16.5
Kankan,2002,12,4,0,60,33.5,16
Kankan,2002,12,5,0,57,34.6,16.5
Kankan,2002,12,6,0,48,34,17
Kankan,2002,12,7,0,43,33.5,18
Kankan,2002,12,8,0,41,35.5,16
Kankan,2002,12,9,0,41,33.7,17
Kankan,2002,12,10,0,48,30,19.2
Kankan,2002,12,11,0,42,32,20.5
Kankan,2002,12,12,0,42,33.3,21.5
Kankan,2002,12,13,0,51,34.5,17.5
Kankan,2002,12,14,0,42,35,17
Kankan,2002,12,15,0,55,36.5,17
Kankan,2002,12,16,0,53,37.5,15.5
Kankan,2002,12,17,0,51,33.1,19.5
Kankan,2002,12,18,0,51,35.5,18.2
Kankan,2002,12,19,0,41,35.5,11.5
Kankan,2002,12,20,0,46,35.6,12.5
Kankan,2002,12,21,0,49,35.5,14.5
Kankan,2002,12,22,0,53,36,15
Kankan,2002,12,23,0,50,35,12
Kankan,2002,12,24,0,52,35,11
Kankan,2002,12,25,0,52,35.8,10
Kankan,2002,12,26,0,39,36,11.5
Kankan,2002,12,27,0,52,35.5,10
Kankan,2002,12,28,0,55,34,12
Kankan,2002,12,29,0,55,34.5,10
Kankan,2002,12,30,0,46,34.6,12.1
Kankan,2002,12,31,0,44,33.2,14.4
Kankan,2003,1,1,0,42,34.4,12.5
Kankan,2003,1,2,0,45,34.5,10.5
Kankan,2003,1,3,0,45,34,11
Kankan,2003,1,4,0,44,34.8,10.5
Kankan,2003,1,5,0,46,35.5,13
Kankan,2003,1,6,0,48,36,13.8
Kankan,2003,1,7,0,48,36.2,14
Kankan,2003,1,8,0,46,35.3,15.5
Kankan,2003,1,9,0,55,34,15
Kankan,2003,1,10,0,45,34.6,15
Kankan,2003,1,11,0,45,33,14
Kankan,2003,1,12,0,44,34,17.5
Kankan,2003,1,13,0,48,35,17.5
Kankan,2003,1,14,0,46,34,20
Kankan,2003,1,15,0,62,34.5,18.6
Kankan,2003,1,16,0,59,34.5,20.2
Kankan,2003,1,17,0,63,29.4,16
Kankan,2003,1,18,0,57,29.6,21.5
Kankan,2003,1,19,0,56,29.4,16.5
Kankan,2003,1,20,0,66,30.5,21.2
Kankan,2003,1,21,0,50,32.5,18.5
Kankan,2003,1,22,0,46,34.5,18.8
Kankan,2003,1,23,0,42,35.5,15.5
Kankan,2003,1,24,0,42,36.5,15
Kankan,2003,1,25,0,48,36,17.5
Kankan,2003,1,26,0,42,32.5,19
Kankan,2003,1,27,0,42,33,20
Kankan,2003,1,28,0,44,31.6,14
Kankan,2003,1,29,0,52,31.5,13.4
Kankan,2003,1,30,0,49,34,16
Kankan,2003,1,31,0,54,36,13.5
Kankan,2003,2,1,0,50,37,24
Kankan,2003,2,2,0,45,37,23
Kankan,2003,2,3,0,45,39,22
Kankan,2003,2,4,0,46,38,20.5
Kankan,2003,2,5,0,39,38.5,20.5
Kankan,2003,2,6,0,45,38,20
Kankan,2003,2,7,0,53,38.1,19
Kankan,2003,2,8,0,51,39,19
Kankan,2003,2,9,0,43,37.5,22
Kankan,2003,2,10,0,48,37,23
Kankan,2003,2,11,0,33,37.5,20.5
Kankan,2003,2,12,0,36,28,21
Kankan,2003,2,13,0,28,37.2,22
Kankan,2003,2,14,0,50,37.5,23
Kankan,2003,2,15,0,37,37.8,23
Kankan,2003,2,16,0,43,37.5,23
Kankan,2003,2,17,0,31,35.2,23
Kankan,2003,2,18,0,33,35,20
Kankan,2003,2,19,0,36,35.5,20
Kankan,2003,2,20,0,35,35,21
Kankan,2003,2,21,0,40,37,21.5
Kankan,2003,2,22,0,47,37.5,22
Kankan,2003,2,23,0,51,38.6,22
Kankan,2003,2,24,0.4,59,35,23
Kankan,2003,2,25,0,49,37.5,24
Kankan,2003,2,26,0,58,36.5,23
Kankan,2003,2,27,0,43,37.8,22.5
Kankan,2003,2,28,0,46,38.5,22.5
Kankan,2003,3,1,0,39,38.5,23
Kankan,2003,3,2,0,41,38.5,23
Kankan,2003,3,3,0,27,38.5,22.5
Kankan,2003,3,4,0,30,38.5,23
Kankan,2003,3,5,0,32,38.5,22.5
Kankan,2003,3,6,0,50,38,23
Kankan,2003,3,7,0,49,38,22
Kankan,2003,3,8,0,46,39,23
Kankan,2003,3,9,0,48,38.7,23.5
Kankan,2003,3,10,0,37,38.5,23
Kankan,2003,3,11,0,31,38.5,20.5
Kankan,2003,3,12,12.2,48,37.5,23.5
Kankan,2003,3,13,0,65,34,23.5
Kankan,2003,3,14,0,45,37.5,22.5
Kankan,2003,3,15,0,32,38,19.2
Kankan,2003,3,16,0,33,38,20
Kankan,2003,3,17,0,42,39.5,19.1
Kankan,2003,3,18,0,43,37.8,23
Kankan,2003,3,19,0,41,39,23.5
Kankan,2003,3,20,0,20,39.5,25
Kankan,2003,3,21,0,53,37.5,26
Kankan,2003,3,22,0,46,37.7,25
Kankan,2003,3,23,0,59,36,23
Kankan,2003,3,24,0,50,38,25.5
Kankan,2003,3,25,0,50,38.5,25.5
Kankan,2003,3,26,0,48,38.5,25.5
Kankan,2003,3,27,0,52,38.5,24.3
Kankan,2003,3,28,0,41,39,23
Kankan,2003,3,29,0,43,39,25
Kankan,2003,3,30,0,51,38,25.2
Kankan,2003,3,31,6.6,54,39.5,25
Kankan,2003,4,1,0,51,39.5,24.5
Kankan,2003,4,2,0,45,39.3,24.5
Kankan,2003,4,3,0,51,39.5,25
Kankan,2003,4,4,0,47,39,25
Kankan,2003,4,5,0,45,39.5,26.5
Kankan,2003,4,6,0,43,39.5,25
Kankan,2003,4,7,0,58,35.5,25.2
Kankan,2003,4,8,0,43,37.6,26.6
Kankan,2003,4,9,0,44,39.5,25
Kankan,2003,4,10,0,41,39.5,27.5
Kankan,2003,4,11,0,43,40.2,27.5
Kankan,2003,4,12,0,45,41,27.7
Kankan,2003,4,13,0,52,39.5,25
Kankan,2003,4,14,0,50,39.5,25
Kankan,2003,4,15,0,47,40,27
Kankan,2003,4,16,4,53,39.3,25.8
Kankan,2003,4,17,15.8,70,34.5,21.5
Kankan,2003,4,18,0,69,35,22
Kankan,2003,4,19,0,59,35.6,25
Kankan,2003,4,20,0,59,35.5,25.5
Kankan,2003,4,21,0,70,36,26
Kankan,2003,4,22,0,58,38,26
Kankan,2003,4,23,0,57,38,26
Kankan,2003,4,24,0,59,38.5,24.8
Kankan,2003,4,25,9.1,58,39.8,25.5
Kankan,2003,4,26,0,65,38,24.5
Kankan,2003,4,27,0,60,37.6,25.3
Kankan,2003,4,28,0,53,37.7,26.2
Kankan,2003,4,29,0,54,36.6,25.1
Kankan,2003,4,30,10.1,59,37.5,25
Kankan,2003,5,1,0,67,35.5,23
Kankan,2003,5,2,0,62,36.5,24.5
Kankan,2003,5,3,0,58,37,26
Kankan,2003,5,4,0,56,24.5,22
Kankan,2003,5,5,0,52,37.5,24.3
Kankan,2003,5,6,0,60,37.5,26.5
Kankan,2003,5,7,0,62,36.5,25.5
Kankan,2003,5,8,0,60,36.5,24.8
Kankan,2003,5,9,10.3,72,35.5,25.5
Kankan,2003,5,10,0.9,86,29.2,24.5
Kankan,2003,5,11,0,63,37,23.5
Kankan,2003,5,12,0,66,36.5,24.2
Kankan,2003,5,13,13.6,50,35.6,25.3
Kankan,2003,5,14,0,61,35.3,24.2
Kankan,2003,5,15,0,67,36,25
Kankan,2003,5,16,0,63,34,24.5
Kankan,2003,5,17,8.9,67,35.5,22.3
Kankan,2003,5,18,14.3,68,35,25
Kankan,2003,5,19,0,62,35.5,21.5
Kankan,2003,5,20,0,58,36,25.2
Kankan,2003,5,21,0.8,60,35,25.5
Kankan,2003,5,22,0,61,35,20
Kankan,2003,5,23,0.1,72,36.6,25.2
Kankan,2003,5,24,0,63,36.5,25
Kankan,2003,5,25,2.2,76,32.5,20
Kankan,2003,5,26,0,63,35.5,24.6
Kankan,2003,5,27,0.3,59,36.5,25.6
Kankan,2003,5,28,4.3,67,33,19.5
Kankan,2003,5,29,0.9,68,34.3,24.5
Kankan,2003,5,30,0.6,73,34,25
Kankan,2003,5,31,0,70,32,21
Kankan,2003,6,1,0,68,33.5,23.6
Kankan,2003,6,2,7.7,83,26.5,23
Kankan,2003,6,3,0,79,31,18.5
Kankan,2003,6,4,1.4,80,34,23.8
Kankan,2003,6,5,4.4,79,33,24.5
Kankan,2003,6,6,9.7,80,32.5,17
Kankan,2003,6,7,0,76,31.7,21.8
Kankan,2003,6,8,0,70,33.5,23
Kankan,2003,6,9,0,70,32,21
Kankan,2003,6,10,3.8,72,34.5,22.2
Kankan,2003,6,11,0,78,32,22
Kankan,2003,6,12,11,74,33,23.2
Kankan,2003,6,13,2.4,82,34.3,21.5
Kankan,2003,6,14,0,88,32.5,22
Kankan,2003,6,15,0,67,34.4,17
Kankan,2003,6,16,0,73,33.4,23.2
Kankan,2003,6,17,32.7,65,33,23
Kankan,2003,6,18,0,73,30,20.5
Kankan,2003,6,19,0,72,33.5,21
Kankan,2003,6,20,5.1,87,26.5,21
Kankan,2003,6,21,0,76,32,18
Kankan,2003,6,22,0,71,31.6,22
Kankan,2003,6,23,10.4,77,30.5,23.1
Kankan,2003,6,24,4.6,78,31.5,23
Kankan,2003,6,25,16,80,29.7,22
Kankan,2003,6,26,16.5,90,25,20.5
Kankan,2003,6,27,0,84,29,19
Kankan,2003,6,28,5.2,75,31,22
Kankan,2003,6,29,3.6,75,31.5,21
Kankan,2003,6,30,0.3,87,29,14
Kankan,2003,7,1,0,81,31,22.2
Kankan,2003,7,2,0,84,31,22.5
Kankan,2003,7,3,0,75,32,22
Kankan,2003,7,4,37.2,80,31.5,21.2
Kankan,2003,7,5,0,79,29,24
Kankan,2003,7,6,6.5,73,32,21
Kankan,2003,7,7,10.8,76,30.5,22.8
Kankan,2003,7,8,10.2,78,31,22
Kankan,2003,7,9,0,84,27.5,20
Kankan,2003,7,10,2,81,28.7,20.2
Kankan,2003,7,11,0,76,29,20.5
Kankan,2003,7,12,0,74,32,21.2
Kankan,2003,7,13,0,74,31.7,21.2
Kankan,2003,7,14,3.3,80,29,21.5
Kankan,2003,7,15,0,78,29.2,22
Kankan,2003,7,16,0,74,30.6,21.5
Kankan,2003,7,17,22.9,78,31,22
Kankan,2003,7,18,14,77,31,18.5
Kankan,2003,7,19,0.9,79,32.2,21.5
Kankan,2003,7,20,0,77,29.3,21.5
Kankan,2003,7,21,5.7,75,31.5,16
Kankan,2003,7,22,23.6,78,30,20
Kankan,2003,7,23,10.1,87,30.5,21
Kankan,2003,7,24,6.5,81,31,22.4
Kankan,2003,7,25,0.1,77,30.7,22.2
Kankan,2003,7,26,4.1,83,29,23
Kankan,2003,7,27,2.7,81,29.5,21.2
Kankan,2003,7,28,0.5,80,29.2,21.5
Kankan,2003,7,29,0,78,30.5,22
Kankan,2003,7,30,20.4,85,29,15
Kankan,2003,7,31,0,77,31,22.5
Kankan,2003,8,1,0.4,77,31.5,23
Kankan,2003,8,2,18.4,88,32,23.5
Kankan,2003,8,3,6.1,83,29.8,23.5
Kankan,2003,8,4,50,79,31.8,23
Kankan,2003,8,5,8.9,90,31.6,20.8
Kankan,2003,8,6,7,83,31.5,23.5
Kankan,2003,8,7,24.8,89,31,23
Kankan,2003,8,8,14.1,85,29.5,22.5
Kankan,2003,8,9,16.2,83,29.5,23.5
Kankan,2003,8,10,0,82,29.8,24
Kankan,2003,8,11,17.1,80,30.5,23
Kankan,2003,8,12,1.6,87,29.5,22.8
Kankan,2003,8,13,2.5,82,30,23
Kankan,2003,8,14,0,85,30.5,22
Kankan,2003,8,15,0,83,29.5,23.5
Kankan,2003,8,16,0.7,90,27,23
Kankan,2003,8,17,24.7,88,28,22.5
Kankan,2003,8,18,0.1,89,28,22.2
Kankan,2003,8,19,16.1,84,29.6,23.3
Kankan,2003,8,20,21.1,92,26,21.5
Kankan,2003,8,21,15.3,92,28.4,21.5
Kankan,2003,8,22,0.8,88,28.5,21.5
Kankan,2003,8,23,24.1,85,28.4,21.5
Kankan,2003,8,24,14,96,24,20.2
Kankan,2003,8,25,0,83,29.5,22
Kankan,2003,8,26,50.3,78,31,20.5
Kankan,2003,8,27,1.7,90,26.5,20.2
Kankan,2003,8,28,0,89,29.5,21.5
Kankan,2003,8,29,0,75,31,22
Kankan,2003,8,30,3.2,82,28.7,24.1
Kankan,2003,8,31,1.5,79,31,22
Kankan,2003,9,1,8.2,84,28.5,20.2
Kankan,2003,9,2,8.5,77,31.7,21.2
Kankan,2003,9,3,29.5,80,31,21.5
Kankan,2003,9,4,12.8,90,29.5,13
Kankan,2003,9,5,5.3,81,28.4,20
Kankan,2003,9,6,8.8,81,31,21.5
Kankan,2003,9,7,31.7,78,31.5,20.2
Kankan,2003,9,8,0,82,29.5,21.2
Kankan,2003,9,9,10.3,82,30.5,22
Kankan,2003,9,10,0,81,30.7,21.5
Kankan,2003,9,11,22.1,90,31,21.8
Kankan,2003,9,12,10,81,31.4,19
Kankan,2003,9,13,0,80,30.5,21.5
Kankan,2003,9,14,8.5,89,31,20.8
Kankan,2003,9,15,0,77,31,21.2
Kankan,2003,9,16,30.2,86,31,21.8
Kankan,2003,9,17,0.1,78,30.2,20.5
Kankan,2003,9,18,0,79,30.5,18
Kankan,2003,9,19,4.8,85,28.6,21
Kankan,2003,9,20,12,85,30.5,19.5
Kankan,2003,9,21,11.3,83,31,19.1
Kankan,2003,9,22,8.9,78,31.5,19.5
Kankan,2003,9,23,0,83,27,21
Kankan,2003,9,24,7.9,76,32,20.5
Kankan,2003,9,25,14.5,83,30.6,21.4
Kankan,2003,9,26,0,79,32.5,20
Kankan,2003,9,27,19,81,31,21.2
Kankan,2003,9,28,0,74,32,19
Kankan,2003,9,29,2.5,79,31.5,21
Kankan,2003,9,30,0.3,83,31,21.2
Kankan,2003,10,1,0,77,31.7,21
Kankan,2003,10,2,3,75,33.5,21.5
Kankan,2003,10,3,2.3,82,32,21.5
Kankan,2003,10,4,0,84,29.5,21.5
Kankan,2003,10,5,0,75,31.5,22
Kankan,2003,10,6,8.6,83,31,21.5
Kankan,2003,10,7,2.3,80,33,21.5
Kankan,2003,10,8,2.1,74,33.5,21
Kankan,2003,10,9,0,72,32.6,20
Kankan,2003,10,10,0,70,33.5,23
Kankan,2003,10,11,0,72,33.5,22
Kankan,2003,10,12,0,71,34,15.5
Kankan,2003,10,13,0,71,33.7,21
Kankan,2003,10,14,0,70,34,23
Kankan,2003,10,15,0,73,33.5,16.5
Kankan,2003,10,16,5.3,73,33.6,21
Kankan,2003,10,17,0,80,30,22
Kankan,2003,10,18,3.9,74,34,19.5
Kankan,2003,10,19,0,75,33.3,21.1
Kankan,2003,10,20,0,67,33.5,23
Kankan,2003,10,21,3.8,76,33,21.6
Kankan,2003,10,22,0,69,33.7,21.5
Kankan,2003,10,23,0,66,34.9,22
Kankan,2003,10,24,0,76,35.5,22
Kankan,2003,10,25,0,72,33.5,21
Kankan,2003,10,26,0,70,33.5,22
Kankan,2003,10,27,0,72,34,20.2
Kankan,2003,10,28,0,67,33.5,21.8
Kankan,2003,10,29,5.3,78,33,22
Kankan,2003,10,30,8.5,71,34.5,20
Kankan,2003,10,31,0,73,32.6,20.5
Kankan,2003,11,1,0,70,33.5,22
Kankan,2003,11,2,10.8,75,33.5,21.3
Kankan,2003,11,3,21,86,30.6,21
Kankan,2003,11,4,0,74,33.5,21
Kankan,2003,11,5,0,73,36,21
Kankan,2003,11,6,4.3,70,34,20.5
Kankan,2003,11,7,0,76,32,21
Kankan,2003,11,8,0,72,33.5,17.5
Kankan,2003,11,9,0,70,33.5,22
Kankan,2003,11,10,0,71,33.3,22
Kankan,2003,11,11,0,70,33.5,22
Kankan,2003,11,12,0,71,33.5,21.2
Kankan,2003,11,13,0,70,34,22
Kankan,2003,11,14,0,72,34,20
Kankan,2003,11,15,0,64,34.5,23.7
Kankan,2003,11,16,0,63,34.5,20
Kankan,2003,11,17,0,50,35.4,20
Kankan,2003,11,18,25.2,68,34.2,21.5
Kankan,2003,11,19,0,77,33.5,21.6
Kankan,2003,11,20,0,78,31.5,21
Kankan,2003,11,21,0,72,31.7,20.5
Kankan,2003,11,22,0,72,33.5,20
Kankan,2003,11,23,0,71,33.5,20
Kankan,2003,11,24,0,76,33.7,18.5
Kankan,2003,11,25,0,72,34,20.5
Kankan,2003,11,26,0,54,34.5,20.5
Kankan,2003,11,27,0,68,33.5,17.2
Kankan,2003,11,28,0,71,35,20
Kankan,2003,11,29,0,70,34.5,19
Kankan,2003,11,30,0,61,34,13.5
Kankan,2003,12,1,0,53,35,14.5
Kankan,2003,12,2,0,66,32,14
Kankan,2003,12,3,0,52,32.8,13.5
Kankan,2003,12,4,0,60,33,15.6
Kankan,2003,12,5,0,68,33.5,18.2
Kankan,2003,12,6,0,61,35.5,16
Kankan,2003,12,7,0,66,34.5,16.2
Kankan,2003,12,8,0,56,34.5,15.5
Kankan,2003,12,9,0,54,34.5,13.5
Kankan,2003,12,10,0,59,35,13.2
Kankan,2003,12,11,0,66,35,12.2
Kankan,2003,12,12,0,57,34.8,12.2
Kankan,2003,12,13,0,58,35,12
Kankan,2003,12,14,0,64,34.6,14.6
Kankan,2003,12,15,0,43,34.5,15
Kankan,2003,12,16,0,55,34.6,15.5
Kankan,2003,12,17,0,58,36,13.2
Kankan,2003,12,18,0,58,35,13
Kankan,2003,12,19,0,53,35.2,13.5
Kankan,2003,12,20,0,47,34,12.3
Kankan,2003,12,21,0,64,35,12.5
Kankan,2003,12,22,0,49,35,12.1
Kankan,2003,12,23,0,58,34.5,13
Kankan,2003,12,24,0,46,34.5,12.2
Kankan,2003,12,25,0,49,34.5,12.3
Kankan,2003,12,26,0,63,33,11.5
Kankan,2003,12,27,0,43,33,10.9
Kankan,2003,12,28,0,48,33,11
Kankan,2003,12,29,0,46,32.5,10.2
Kankan,2003,12,30,0,48,31.5,10
Kankan,2003,12,31,0,50,33.5,10.9
Kankan,2004,1,1,0,53,32,13.5
Kankan,2004,1,2,0,54,33.1,12.2
Kankan,2004,1,3,0,46,34.7,11.5
Kankan,2004,1,4,0,57,34.5,10.8
Kankan,2004,1,5,0,50,34.5,11.2
Kankan,2004,1,6,0,54,35,12.5
Kankan,2004,1,7,0,54,31.7,11.3
Kankan,2004,1,8,0,57,31.5,11.2
Kankan,2004,1,9,0,43,30.5,11.2
Kankan,2004,1,10,0,45,32.5,14
Kankan,2004,1,11,0,52,32.6,12.2
Kankan,2004,1,12,0,57,34.6,11
Kankan,2004,1,13,0,52,35,12.2
Kankan,2004,1,14,0,57,36.5,11.5
Kankan,2004,1,15,0,51,36.5,12.5
Kankan,2004,1,16,0,59,32.5,15
Kankan,2004,1,17,0,66,34.5,16
Kankan,2004,1,18,0,60,35.5,18
Kankan,2004,1,19,0,49,35.2,15.5
Kankan,2004,1,20,0,57,33.5,11.3
Kankan,2004,1,21,0,47,34.2,13.7
Kankan,2004,1,22,0,44,33.5,15.2
Kankan,2004,1,23,0,47,34,15.2
Kankan,2004,1,24,0,46,35,20
Kankan,2004,1,25,0,47,31,14.7
Kankan,2004,1,26,0,53,32.1,20
Kankan,2004,1,27,0,42,35.3,16.6
Kankan,2004,1,28,0,45,35,14.2
Kankan,2004,1,29,0,49,36.5,13.8
Kankan,2004,1,30,0,44,36.5,13.8
Kankan,2004,1,31,0,36,35.5,12.3
Kankan,2004,2,1,0,38,36,17
Kankan,2004,2,2,0,37,36.5,14.2
Kankan,2004,2,3,0,36,36.5,17.7
Kankan,2004,2,4,0,31,34.5,15
Kankan,2004,2,5,0,29,32.5,10
Kankan,2004,2,6,0,37,32.4,15
Kankan,2004,2,7,0,40,34,12.5
Kankan,2004,2,8,0,39,33.5,10.6
Kankan,2004,2,9,0,42,34.2,12
Kankan,2004,2,10,0,41,35.2,15
Kankan,2004,2,11,0,37,36,16.5
Kankan,2004,2,12,0,36,37,15
Kankan,2004,2,13,0,30,38,16
Kankan,2004,2,14,0,37,36.5,20.5
Kankan,2004,2,15,0,40,38,16.5
Kankan,2004,2,16,0,35,38.5,15.4
Kankan,2004,2,17,0,37,37,15.2
Kankan,2004,2,18,0,37,37,13.6
Kankan,2004,2,19,0,54,37,16.6
Kankan,2004,2,20,3.7,50,35.2,19.8
Kankan,2004,2,21,0,73,36.5,22.5
Kankan,2004,2,22,0,41,38,16.2
Kankan,2004,2,23,0,45,38,16.6
Kankan,2004,2,24,0,50,38.5,18.5
Kankan,2004,2,25,0,51,38.5,20
Kankan,2004,2,26,0,62,38.5,19.5
Kankan,2004,2,27,0,52,38,20.5
Kankan,2004,2,28,0,52,38,17
Kankan,2004,2,29,0,53,35.8,19
Kankan,2004,4,1,2.1,77,32,22
Kankan,2004,4,2,0,67,35.6,21.9
Kankan,2004,4,3,0,66,37,21.5
Kankan,2004,4,4,0,45,39.5,24.4
Kankan,2004,4,5,0,55,38.5,25
Kankan,2004,4,6,0,54,38.7,25.2
Kankan,2004,4,7,0,54,37.6,25
Kankan,2004,4,8,0,54,38,25.1
Kankan,2004,4,9,0,53,37.5,25
Kankan,2004,4,10,0,54,35.7,25.5
Kankan,2004,4,11,0,56,38,25
Kankan,2004,4,12,4.2,57,37.9,24
Kankan,2004,4,13,38.3,57,38,24.5
Kankan,2004,4,14,0,58,37.5,23.5
Kankan,2004,4,15,4.7,73,32,23
Kankan,2004,4,16,3.2,75,34.5,23.5
Kankan,2004,4,17,0,67,34.5,24
Kankan,2004,4,18,0,74,32,21
Kankan,2004,4,19,0,65,36,22
Kankan,2004,4,20,0,61,36,22
Kankan,2004,4,21,0,66,35.5,22
Kankan,2004,4,22,0,56,36,23
Kankan,2004,4,23,3.1,72,32,21.5
Kankan,2004,4,24,0,77,31,21.5
Kankan,2004,4,25,4.1,78,31,21.5
Kankan,2004,4,26,22,63,36.5,20.5
Kankan,2004,4,27,0,81,31,21.5
Kankan,2004,4,28,0,74,32,21.5
Kankan,2004,4,29,0,74,33,22
Kankan,2004,4,30,0,73,34,22.5
Kankan,2004,5,1,0,65,36,21.5
Kankan,2004,5,2,0,61,36.5,22
Kankan,2004,5,3,0,59,27,22.5
Kankan,2004,5,4,5.4,64,37,22.5
Kankan,2004,5,5,0,77,32.5,22
Kankan,2004,5,6,0,71,33,21.5
Kankan,2004,5,7,0,72,34,22
Kankan,2004,5,8,0,66,35.5,22
Kankan,2004,5,9,3.1,66,35.5,22
Kankan,2004,5,10,0,73,35,22
Kankan,2004,5,11,0,67,36.5,22
Kankan,2004,5,12,0,71,36.5,22
Kankan,2004,5,13,17,79,34,21
Kankan,2004,5,14,25,77,30,21.5
Kankan,2004,5,15,0,74,32.5,21.5
Kankan,2004,5,16,0,72,32,21.5
Kankan,2004,5,17,0,73,33.6,21
Kankan,2004,5,18,7.9,85,28.5,20
Kankan,2004,5,19,8.4,75,32.5,22
Kankan,2004,5,20,0,78,31,22
Kankan,2004,5,21,0,74,32.7,22
Kankan,2004,5,22,0,75,33,23
Kankan,2004,5,23,25.4,73,33,23
Kankan,2004,5,24,0,76,32,19.2
Kankan,2004,5,25,0,76,32,23
Kankan,2004,5,26,6.5,76,34.5,22.5
Kankan,2004,5,27,0,70,32.7,22
Kankan,2004,5,28,0,73,33,22.5
Kankan,2004,5,29,36,79,30,22
Kankan,2004,5,30,0,74,33,19.8
Kankan,2004,5,31,0,76,33,23
Kankan,2004,6,1,0,73,33,23
Kankan,2004,6,2,16,86,28,19.5
Kankan,2004,6,3,0,83,29,20.5
Kankan,2004,6,4,0,82,32.5,20
Kankan,2004,6,5,0,75,33.5,19.9
Kankan,2004,6,6,0,72,33,23
Kankan,2004,6,7,14.4,87,28,23
Kankan,2004,6,8,0,78,28.5,19
Kankan,2004,6,9,16.2,77,32,21.5
Kankan,2004,6,10,0,77,31,19.5
Kankan,2004,6,11,3.3,73,34.6,20
Kankan,2004,6,12,4,81,31.5,20.5
Kankan,2004,6,13,0,78,31.5,21
Kankan,2004,6,14,0,71,32,21
Kankan,2004,6,15,0,72,33,22
Kankan,2004,6,16,0,78,33,21.3
Kankan,2004,6,17,5.2,68,32.2,21.7
Kankan,2004,6,18,0,76,32,21.5
Kankan,2004,6,19,7,72,33.5,22
Kankan,2004,6,20,0,67,33,19
Kankan,2004,6,21,14.3,86,31,21
Kankan,2004,6,22,0,80,30,21
Kankan,2004,6,23,0,70,33.7,20.5
Kankan,2004,6,24,0,76,33,22
Kankan,2004,6,25,0,80,33,22
Kankan,2004,6,26,0,74,32.4,21.5
Kankan,2004,6,27,15.4,77,32.5,21.5
Kankan,2004,6,28,6.3,89,28.5,21.5
Kankan,2004,6,29,0,75,31.4,20.2
Kankan,2004,6,30,7,83,31.5,21
Kankan,2004,7,1,1.7,83,31,21.5
Kankan,2004,7,2,3.2,78,31.5,21
Kankan,2004,7,3,0,81,31.5,21
Kankan,2004,7,4,0,80,31,20.8
Kankan,2004,7,5,43,73,31.7,20.2
Kankan,2004,7,6,5.3,78,31.8,21
Kankan,2004,7,7,0.1,86,28.5,21
Kankan,2004,7,8,0,74,31.7,20
Kankan,2004,7,9,7.8,76,30.5,15.5
Kankan,2004,7,10,48.1,91,29.7,21.3
Kankan,2004,7,11,2,91,30.6,15
Kankan,2004,7,12,0,79,29.5,21
Kankan,2004,7,13,0,74,31,15.5
Kankan,2004,7,14,14.7,87,28.6,19.5
Kankan,2004,7,15,0,81,29.6,14
Kankan,2004,7,16,0,75,29.7,20.5
Kankan,2004,7,17,0,74,30.6,21.5
Kankan,2004,7,18,1.4,80,29.6,20.5
Kankan,2004,7,19,14.5,73,32,21.5
Kankan,2004,7,20,41.6,92,26.2,19.3
Kankan,2004,7,21,5,84,29.5,20.1
Kankan,2004,7,22,0.1,79,29,20
Kankan,2004,7,23,0,79,28.4,21.5
Kankan,2004,7,24,0,81,28,21.4
Kankan,2004,7,25,0,82,27.5,20.5
Kankan,2004,7,26,6,98,29.5,20.4
Kankan,2004,7,27,0,78,31,21.5
Kankan,2004,7,28,16.1,88,26,18.6
Kankan,2004,7,29,3,79,30.9,21
Kankan,2004,7,30,6.7,77,31,21.2
Kankan,2004,7,31,0,78,31,22
Kankan,2004,8,1,0,82,28.6,21.5
Kankan,2004,8,2,6,71,32.6,20.5
Kankan,2004,8,3,0,78,31.5,20.5
Kankan,2004,8,4,21.5,76,31.5,20.5
Kankan,2004,8,5,0.2,77,30.2,19
Kankan,2004,8,6,0,76,31,19.6
Kankan,2004,8,7,26.8,85,29,21
Kankan,2004,8,8,0,84,29,20.5
Kankan,2004,8,9,0,80,29.5,21
Kankan,2004,8,10,1.6,78,32,20
Kankan,2004,8,11,0.6,87,25,20.3
Kankan,2004,8,12,8.2,81,29.5,21
Kankan,2004,8,13,0,82,29.5,21
Kankan,2004,8,14,0,74,31,21.5
Kankan,2004,8,15,3.2,80,30.5,22
Kankan,2004,8,16,35.8,76,31.5,21.5
Kankan,2004,8,17,0,82,30.5,19.6
Kankan,2004,8,18,1.5,80,31,22
