station,year,month,day,rain,rel_hum,tmax,tmin
Kankan,1950,1,1,0,,35.8,13
Kankan,1950,1,2,0,,34.8,15.6
Kankan,1950,1,3,0,,34.7,18
Kankan,1950,1,4,0,,33.9,19.7
Kankan,1950,1,5,0,,33.8,14
Kankan,1950,1,6,0,,31.2,12.4
Kankan,1950,1,7,0,,33,11.9
Kankan,1950,1,8,0,,34.4,18.4
Kankan,1950,1,9,0,,34.3,13.2
Kankan,1950,1,10,0,,33.5,12.5
Kankan,1950,1,11,0,,33.3,12.6
Kankan,1950,1,12,0,,33.5,12.5
Kankan,1950,1,13,0,,32,11
Kankan,1950,1,14,0,,29.2,12.3
Kankan,1950,1,15,0,,30.1,11.3
Kankan,1950,1,16,0,,30.4,10.8
Kankan,1950,1,17,0,,31.8,11
Kankan,1950,1,18,0,,33,12.5
Kankan,1950,1,19,0,,33.1,12.7
Kankan,1950,1,20,0,,33.2,14
Kankan,1950,1,21,0,,34.6,13.9
Kankan,1950,1,22,0,,34.3,12.8
Kankan,1950,1,23,0,,34.3,13.6
Kankan,1950,1,24,0,,33.6,14.6
Kankan,1950,1,25,0,,33.6,14.5
Kankan,1950,1,26,0,,34.3,14.2
Kankan,1950,1,27,0,,35.4,13
Kankan,1950,1,28,0,,34.7,13.8
Kankan,1950,1,29,0,,33.6,19
Kankan,1950,1,30,0,,32.2,16
Kankan,1950,1,31,0,,34.8,12.5
Kankan,1950,2,1,12.2,,34.6,17.8
Kankan,1950,2,2,0,,29,19.6
Kankan,1950,2,3,0,,30.2,21
Kankan,1950,2,4,0,,32,17.6
Kankan,1950,2,5,0,,30.2,16.3
Kankan,1950,2,6,0,,31.6,15.3
Kankan,1950,2,7,0,,31.8,14.8
Kankan,1950,2,8,0,,31.5,16.8
Kankan,1950,2,9,0,,32.9,12.2
Kankan,1950,2,10,0,,33,13.6
Kankan,1950,2,11,0,,34,13.5
Kankan,1950,2,12,0,,34.9,13.1
Kankan,1950,2,13,0,,36,15.7
Kankan,1950,2,14,0,,36.4,15
Kankan,1950,2,15,0,,36.1,18
Kankan,1950,2,16,0,,37.1,17.5
Kankan,1950,2,17,0,,37.8,15.4
Kankan,1950,2,18,0,,37,16.4
Kankan,1950,2,19,0,,36,20.5
Kankan,1950,2,20,0,,36.1,21.8
Kankan,1950,2,21,0,,36.6,21.5
Kankan,1950,2,22,0,,36.8,23
Kankan,1950,2,23,0,,34.8,24.9
Kankan,1950,2,24,0,,36.3,15.8
Kankan,1950,2,25,0,,36.9,15.5
Kankan,1950,2,26,0,,37.4,15.2
Kankan,1950,2,27,0,,36.3,16.6
Kankan,1950,2,28,0,,36.5,16
Kankan,1950,3,1,0,,36.2,19
Kankan,1950,3,2,0,,35.8,18.2
Kankan,1950,3,3,0,,35.8,17.7
Kankan,1950,3,4,0,,36,17
Kankan,1950,3,5,0,,37,21.8
Kankan,1950,3,6,0,,37.5,18.3
Kankan,1950,3,7,0,,37.1,17.8
Kankan,1950,3,8,0,,36.5,17.5
Kankan,1950,3,9,0,,35.9,15.4
Kankan,1950,3,10,0,,36.3,15
Kankan,1950,3,11,0,,37,14.2
Kankan,1950,3,12,0,,36.7,15.3
Kankan,1950,3,13,0,,37.3,16
Kankan,1950,3,14,0,,37.7,19.5
Kankan,1950,3,15,0,,37.2,23.4
Kankan,1950,3,16,0,,36.6,23.2
Kankan,1950,3,17,0,,37.4,21.6
Kankan,1950,3,18,0,,37.6,15.2
Kankan,1950,3,19,0,,37,19.8
Kankan,1950,3,20,0,,36.1,21.3
Kankan,1950,3,21,0,,36.7,24
Kankan,1950,3,22,0,,36.3,24.8
Kankan,1950,3,23,0,,35,24.4
Kankan,1950,3,24,0,,37.3,24.1
Kankan,1950,3,25,0,,36.5,23.8
Kankan,1950,3,26,0,,37.7,19
Kankan,1950,3,27,0,,37.2,19.6
Kankan,1950,3,28,0,,37.7,25.2
Kankan,1950,3,29,0,,34.2,25.5
Kankan,1950,3,30,4.6,,37.6,25.5
Kankan,1950,3,31,4.5,,34,23
Kankan,1950,4,1,0,,36.8,22.5
Kankan,1950,4,2,0,,36.6,19.7
Kankan,1950,4,3,0,,37,18.3
Kankan,1950,4,4,0,,38,21.2
Kankan,1950,4,5,0,,37.8,20
Kankan,1950,4,6,0,,38.5,17.6
Kankan,1950,4,7,0,,37.3,21.2
Kankan,1950,4,8,0.5,,37,26.2
Kankan,1950,4,9,0,,36,24
Kankan,1950,4,10,9,,36.5,24.8
Kankan,1950,4,11,0,,35.6,22.6
Kankan,1950,4,12,0,,36.5,22.7
Kankan,1950,4,13,4.1,,35,25
Kankan,1950,4,14,2.5,,30.4,21.6
Kankan,1950,4,15,0,,35,23
Kankan,1950,4,16,0,,35.7,25.3
Kankan,1950,4,17,0.5,,33.5,24
Kankan,1950,4,18,0,,35.6,23.8
Kankan,1950,4,19,0,,36.2,25.4
Kankan,1950,4,20,0,,35,25
Kankan,1950,4,21,0,,36.5,24.8
Kankan,1950,4,22,0,,35.8,25.9
Kankan,1950,4,23,0,,37.4,25.3
Kankan,1950,4,24,0,,30.7,23.1
Kankan,1950,4,25,0,,35,24
Kankan,1950,4,26,0,,35,24.4
Kankan,1950,4,27,0,,35.1,26.4
Kankan,1950,4,28,0,,35.7,25.4
Kankan,1950,4,29,0,,35.4,25.3
Kankan,1950,4,30,0,,34.8,24
Kankan,1950,5,1,2.1,,35,24.7
Kankan,1950,5,2,1.4,,35,23.4
Kankan,1950,5,3,3.7,,36.2,24.3
Kankan,1950,5,4,0,,36,24.3
Kankan,1950,5,5,0,,34,24
Kankan,1950,5,6,0,,36.5,24.3
Kankan,1950,5,7,0,,37.4,25
Kankan,1950,5,8,0,,35.6,26
Kankan,1950,5,9,8.2,,35.3,25.2
Kankan,1950,5,10,0,,34.4,21
Kankan,1950,5,11,31.5,,33.7,23.5
Kankan,1950,5,12,0,,33.2,19.9
Kankan,1950,5,13,0,,36.2,24.4
Kankan,1950,5,14,0,,36.4,25.8
Kankan,1950,5,15,4.3,,35.5,25.3
Kankan,1950,5,16,14.7,,35.9,24
Kankan,1950,5,17,0,,33.8,21
Kankan,1950,5,18,0,,34.3,24
Kankan,1950,5,19,0,,34.5,23.5
Kankan,1950,5,20,0,,36.2,23.6
Kankan,1950,5,21,0,,36.3,22.6
Kankan,1950,5,22,0,,35.2,24
Kankan,1950,5,23,0.8,,35.3,25.2
Kankan,1950,5,24,0,,35.8,23
Kankan,1950,5,25,38.3,,28.2,20
Kankan,1950,5,26,1.3,,33.2,22
Kankan,1950,5,27,0,,33.5,22.9
Kankan,1950,5,28,0,,34.5,23.2
Kankan,1950,5,29,5.2,,34.7,24
Kankan,1950,5,30,12.6,,34,21.6
Kankan,1950,5,31,0,,33.7,19.8
Kankan,1950,6,1,4.3,,27.6,21
Kankan,1950,6,2,0,,31.2,20.4
Kankan,1950,6,3,0,,32.3,22.5
Kankan,1950,6,4,0,,34.3,23.3
Kankan,1950,6,5,0,,31.3,22.8
Kankan,1950,6,6,33.5,,32.3,21.2
Kankan,1950,6,7,17.8,,31.3,21
Kankan,1950,6,8,5.3,,27.8,21.7
Kankan,1950,6,9,24.2,,25.2,20.9
Kankan,1950,6,10,0.2,,30.8,17.8
Kankan,1950,6,11,24.8,,29.4,19.4
Kankan,1950,6,12,0,,32.6,20.3
Kankan,1950,6,13,0,,32.6,22.2
Kankan,1950,6,14,0.6,,29.7,21.3
Kankan,1950,6,15,0,,32.5,21.7
Kankan,1950,6,16,0,,32.7,23.2
Kankan,1950,6,17,0,,32.9,23
Kankan,1950,6,18,0,,32.8,23.5
Kankan,1950,6,19,12.5,,26.9,21
Kankan,1950,6,20,0,,31.7,20.4
Kankan,1950,6,21,20.5,,30.8,22
Kankan,1950,6,22,0,,33.4,21.4
Kankan,1950,6,23,5,,31.2,20.8
Kankan,1950,6,24,0,,30,20.8
Kankan,1950,6,25,52,,31.6,22
Kankan,1950,6,26,0,,28.5,19.2
Kankan,1950,6,27,0,,30.8,20.9
Kankan,1950,6,28,0,,30.7,22.5
Kankan,1950,6,29,0,,31.5,21
Kankan,1950,6,30,8,,29,19.6
Kankan,1950,7,1,0,,29.4,20.8
Kankan,1950,7,2,8.4,,31.5,21.5
Kankan,1950,7,3,0,,30,19
Kankan,1950,7,4,7.7,,30,21.3
Kankan,1950,7,5,0,,30.8,20
Kankan,1950,7,6,22.1,,31,21.4
Kankan,1950,7,7,0,,29.8,20
Kankan,1950,7,8,1.2,,29.8,21.7
Kankan,1950,7,9,19.7,,28,20.8
Kankan,1950,7,10,28,,25.7,20.7
Kankan,1950,7,11,2.5,,28,22.3
Kankan,1950,7,12,0,,29,20.5
Kankan,1950,7,13,14.1,,29.5,21.4
Kankan,1950,7,14,43.5,,27.9,19.4
Kankan,1950,7,15,0,,29.5,20.4
Kankan,1950,7,16,11.1,,29.2,22
Kankan,1950,7,17,3.8,,25,20.3
Kankan,1950,7,18,0.5,,26.9,19.8
Kankan,1950,7,19,0,,28.6,19.7
Kankan,1950,7,20,0,,30.2,20.4
Kankan,1950,7,21,37.5,,29,21.9
Kankan,1950,7,22,0,,27.7,18.9
Kankan,1950,7,23,0,,29.8,20
Kankan,1950,7,24,38.3,,27.7,21
Kankan,1950,7,25,0,,29.5,21.5
Kankan,1950,7,26,0,,29.5,21.4
Kankan,1950,7,27,0.6,,28.1,21.4
Kankan,1950,7,28,0.7,,29,20.8
Kankan,1950,7,29,88.2,,28.8,20.9
Kankan,1950,7,30,21.1,,27.9,19.6
Kankan,1950,7,31,43,,28.2,20
Kankan,1950,8,1,8,,27.1,20.8
Kankan,1950,8,2,19.1,,28.1,21.2
Kankan,1950,8,3,14.9,,25.8,21.6
Kankan,1950,8,4,0,,26.9,20.8
Kankan,1950,8,5,0,,28.9,21.4
Kankan,1950,8,6,0,,28.7,22
Kankan,1950,8,7,5.5,,27,21.1
Kankan,1950,8,8,18.3,,29.2,20.9
Kankan,1950,8,9,0,,26.7,20.4
Kankan,1950,8,10,0,,26.7,21.3
Kankan,1950,8,11,3.6,,28.5,21.3
Kankan,1950,8,12,3.5,,28,21.4
Kankan,1950,8,13,3,,28.9,21.3
Kankan,1950,8,14,8.5,,28,21.4
Kankan,1950,8,15,9.9,,28.2,21.2
Kankan,1950,8,16,0,,26.5,20.7
Kankan,1950,8,17,0.7,,27.9,20
Kankan,1950,8,18,19,,23.8,21
Kankan,1950,8,19,0.3,,25.4,20.3
Kankan,1950,8,20,0.8,,26.6,20.7
Kankan,1950,8,21,0,,25.7,20.3
Kankan,1950,8,22,0,,27.3,20.3
Kankan,1950,8,23,8.2,,28.2,21.5
Kankan,1950,8,24,0.4,,27.6,21.1
Kankan,1950,8,25,0,,28.2,20.9
Kankan,1950,8,26,0,,29.8,20.5
Kankan,1950,8,27,1.7,,29.5,21.2
Kankan,1950,8,28,2.2,,28.7,21.5
Kankan,1950,8,29,6,,26.2,21
Kankan,1950,8,30,0.3,,28.8,20.9
Kankan,1950,8,31,17.9,,23.6,19.4
Kankan,1950,9,1,25.3,,30.3,19.6
Kankan,1950,9,2,0.5,,27.8,20.7
Kankan,1950,9,3,6.7,,28,21
Kankan,1950,9,4,8.2,,26.9,20.5
Kankan,1950,9,5,0,,29.8,20.6
Kankan,1950,9,6,13,,30.5,21.5
Kankan,1950,9,7,64.8,,29.2,21.3
Kankan,1950,9,8,0,,28.6,20.7
Kankan,1950,9,9,1.8,,28.5,21
Kankan,1950,9,10,0.5,,28.3,21
Kankan,1950,9,11,9.6,,30.8,21
Kankan,1950,9,12,17.7,,30.1,21
Kankan,1950,9,13,8.1,,30.3,21.8
Kankan,1950,9,14,0.3,,30.8,19.4
Kankan,1950,9,15,0.9,,30.5,21.5
Kankan,1950,9,16,0.4,,28.5,21.4
Kankan,1950,9,17,0,,28.6,21.5
Kankan,1950,9,18,20.7,,31,21.4
Kankan,1950,9,19,0.5,,31.5,21.3
Kankan,1950,9,20,18.5,,31.5,21.2
Kankan,1950,9,21,11.8,,30.8,21
Kankan,1950,9,22,36.8,,29.3,20
Kankan,1950,9,23,1,,30,21.2
Kankan,1950,9,24,0.6,,26.6,21.5
Kankan,1950,9,25,7.5,,31.9,20.9
Kankan,1950,9,26,16.6,,29.3,20.8
Kankan,1950,9,27,0,,30.2,20.5
Kankan,1950,9,28,15.8,,31.5,21.5
Kankan,1950,9,29,16.2,,25.5,19.7
Kankan,1950,9,30,3.1,,30.8,21.4
Kankan,1950,10,1,15.1,,30.5,20.1
Kankan,1950,10,2,1.2,,30.5,19.8
Kankan,1950,10,3,0,,31.1,21
Kankan,1950,10,4,11.4,,31.6,21.5
Kankan,1950,10,5,0.5,,31.7,19.3
Kankan,1950,10,6,2.5,,29.4,20.2
Kankan,1950,10,7,1.6,,29.7,21.3
Kankan,1950,10,8,6.9,,30.9,21.5
Kankan,1950,10,9,20.7,,31.3,20.9
Kankan,1950,10,10,48.5,,26,20.5
Kankan,1950,10,11,0,,29,19.8
Kankan,1950,10,12,0,,31,20.6
Kankan,1950,10,13,0,,32.4,20.9
Kankan,1950,10,14,35.4,,31.6,21.2
Kankan,1950,10,15,0,,26.4,19.8
Kankan,1950,10,16,0,,31.7,19.9
Kankan,1950,10,17,10.4,,30.6,21
Kankan,1950,10,18,1.1,,29.9,19.3
Kankan,1950,10,19,0,,31.4,20
Kankan,1950,10,20,0,,33.2,21
Kankan,1950,10,21,0,,32.1,20.9
Kankan,1950,10,22,0,,30.9,20
Kankan,1950,10,23,0,,32,20.4
Kankan,1950,10,24,4,,30,20.4
Kankan,1950,10,25,0,,32,19.4
Kankan,1950,10,26,0,,33.5,19.5
Kankan,1950,10,27,0,,33.5,20
Kankan,1950,10,28,1.7,,34,21.5
Kankan,1950,10,29,0,,33.7,21.5
Kankan,1950,10,30,6.2,,32.5,21
Kankan,1950,10,31,0.1,,31.1,21.8
Kankan,1950,11,1,0,,33,21
Kankan,1950,11,2,0,,31.8,22.5
Kankan,1950,11,3,21.6,,31.5,19.4
Kankan,1950,11,4,0.3,,30,19.9
Kankan,1950,11,5,0,,31.5,19.6
Kankan,1950,11,6,0,,32.2,19.7
Kankan,1950,11,7,4.2,,33,20.2
Kankan,1950,11,8,0,,30.8,21.2
Kankan,1950,11,9,0,,33,19.2
Kankan,1950,11,10,0,,33.8,19.4
Kankan,1950,11,11,0,,33.5,19.6
Kankan,1950,11,12,4.4,,31.3,20.4
Kankan,1950,11,13,0,,32.3,21.6
Kankan,1950,11,14,0,,33,16.5
Kankan,1950,11,15,0,,33.3,15.5
Kankan,1950,11,16,0,,33.2,15.9
Kankan,1950,11,17,0,,33.5,15.9
Kankan,1950,11,18,0,,33.5,19
Kankan,1950,11,19,0,,33.7,19.4
Kankan,1950,11,20,0,,33.8,18.4
Kankan,1950,11,21,0,,33.7,20
Kankan,1950,11,22,0,,32.7,19.8
Kankan,1950,11,23,0,,33.4,15.5
Kankan,1950,11,24,0,,33,14.1
Kankan,1950,11,25,0,,31.8,15
Kankan,1950,11,26,0,,33.7,14
Kankan,1950,11,27,0,,33.5,13.8
Kankan,1950,11,28,0,,32.7,11.6
Kankan,1950,11,29,0,,32.7,11.5
Kankan,1950,11,30,0,,32,10.5
Kankan,1950,12,1,0,,32.2,10.2
Kankan,1950,12,2,0,,32.4,10.7
Kankan,1950,12,3,0,,32.4,12.8
Kankan,1950,12,4,0,,32.7,13.5
Kankan,1950,12,5,0,,33.5,13.8
Kankan,1950,12,6,0,,33.5,14.2
Kankan,1950,12,7,0,,33.8,13.5
Kankan,1950,12,8,0,,34,13.4
Kankan,1950,12,9,0,,34,13.2
Kankan,1950,12,10,0,,32.7,13
Kankan,1950,12,11,0,,33.5,12.9
Kankan,1950,12,12,0,,32.6,12.8
Kankan,1950,12,13,0,,32.2,12
Kankan,1950,12,14,0,,33,13.6
Kankan,1950,12,15,0,,33.8,13.9
Kankan,1950,12,16,0,,34,12.8
Kankan,1950,12,17,0,,33.6,14
Kankan,1950,12,18,0,,33.2,16
Kankan,1950,12,19,0,,33.8,15.8
Kankan,1950,12,20,0,,33.8,13.1
Kankan,1950,12,21,0,,33.5,11.5
Kankan,1950,12,22,0,,32.5,11.7
Kankan,1950,12,23,0,,33,11.5
Kankan,1950,12,24,0,,33.2,13.5
Kankan,1950,12,25,0,,32.8,16.2
Kankan,1950,12,26,0,,31.2,19.2
Kankan,1950,12,27,0,,29.2,17.5
Kankan,1950,12,28,0,,31.3,16
Kankan,1950,12,29,0,,31.7,12.5
Kankan,1950,12,30,0,,33.2,12.8
Kankan,1950,12,31,0,,32.5,14
Kankan,1951,1,1,0,,33.8,12.8
Kankan,1951,1,2,0,,33.4,12
Kankan,1951,1,3,0,,34.4,11.2
Kankan,1951,1,4,0,,34,13.4
Kankan,1951,1,5,0,,33.5,15.2
Kankan,1951,1,6,0,,33.2,20.2
Kankan,1951,1,7,0,,33.6,17.5
Kankan,1951,1,8,0,,33,20
Kankan,1951,1,9,12.5,,33.6,20.3
Kankan,1951,1,10,0,,31,20.3
Kankan,1951,1,11,0,,33.2,21.2
Kankan,1951,1,12,0,,31.9,19
Kankan,1951,1,13,0,,30.8,16.4
Kankan,1951,1,14,0,,32.4,15.8
Kankan,1951,1,15,0,,33.7,16
Kankan,1951,1,16,0,,32.2,16.2
Kankan,1951,1,17,0,,31.8,16.1
Kankan,1951,1,18,0,,31.4,14.7
Kankan,1951,1,19,0,,32.3,12.7
Kankan,1951,1,20,0,,33.2,12.5
Kankan,1951,1,21,0,,33,14.5
Kankan,1951,1,22,0,,34.4,12.8
Kankan,1951,1,23,0,,34.4,12.4
Kankan,1951,1,24,0,,34.5,12.2
Kankan,1951,1,25,0,,34.2,13.6
Kankan,1951,1,26,0,,34.8,19.2
Kankan,1951,1,27,0,,35.2,20.8
Kankan,1951,1,28,0,,35.2,18.2
Kankan,1951,1,29,0,,34,14.4
Kankan,1951,1,30,0,,34.7,15.4
Kankan,1951,1,31,0,,34.5,15.4
Kankan,1951,2,1,0,,34.6,15
Kankan,1951,2,2,0,,34,15.4
Kankan,1951,2,3,0,,34.8,17.8
Kankan,1951,2,4,12.2,,32.8,20.5
Kankan,1951,2,5,0,,27.5,19.4
Kankan,1951,2,6,2.6,,26.7,19.4
Kankan,1951,2,7,0,,31.2,16.5
Kankan,1951,2,8,0,,34.1,17.9
Kankan,1951,2,9,0,,34.8,16.5
Kankan,1951,2,10,0,,34.5,18
Kankan,1951,2,11,0,,35.2,21.7
Kankan,1951,2,12,4,,26.7,18.3
Kankan,1951,2,13,0,,34,18.6
Kankan,1951,2,14,0,,36.2,20.8
Kankan,1951,2,15,0,,33.5,16.7
Kankan,1951,2,16,0,,34.8,17.5
Kankan,1951,2,17,0,,35.7,17.4
Kankan,1951,2,18,0,,35.3,16.5
Kankan,1951,2,19,0,,35.5,16
Kankan,1951,2,20,0,,35.4,16.4
Kankan,1951,2,21,0,,35.5,20
Kankan,1951,2,22,0,,36.6,19.5
Kankan,1951,2,23,0,,36.7,21.2
Kankan,1951,2,24,0,,37,20.5
Kankan,1951,2,25,0,,35,23.6
Kankan,1951,2,26,0,,36.1,23.2
Kankan,1951,2,27,0,,36.1,23.5
Kankan,1951,2,28,7.3,,36,23.6
Kankan,1951,3,1,0,,33.8,22.2
Kankan,1951,3,2,0,,34.5,23
Kankan,1951,3,3,0,,34.8,22.9
Kankan,1951,3,4,0,,34.5,22.8
Kankan,1951,3,5,0.2,,37,23.8
Kankan,1951,3,6,0,,34.7,23.6
Kankan,1951,3,7,6.6,,34.9,23.7
Kankan,1951,3,8,0,,33.3,21.9
Kankan,1951,3,9,0,,34.6,23.2
Kankan,1951,3,10,0,,37.2,22
Kankan,1951,3,11,0,,36.8,21.8
Kankan,1951,3,12,0,,38.7,23.6
Kankan,1951,3,13,0,,37.8,24.4
Kankan,1951,3,14,0,,37.8,22.4
Kankan,1951,3,15,0,,39.4,23.4
Kankan,1951,3,16,0,,39.1,21
Kankan,1951,3,17,0,,37.5,23
Kankan,1951,3,18,0,,37.5,23.4
Kankan,1951,3,19,0,,34.5,24.1
Kankan,1951,3,20,0,,33.5,24.6
Kankan,1951,3,21,0,,36,23.2
Kankan,1951,3,22,0,,38.3,23.4
Kankan,1951,3,23,0,,38.1,24.4
Kankan,1951,3,24,0,,35.6,23.2
Kankan,1951,3,25,0,,35.5,23.2
Kankan,1951,3,26,0,,36,23
Kankan,1951,3,27,0,,36.5,22.8
Kankan,1951,3,28,0,,37.5,24.3
Kankan,1951,3,29,0,,38,19.9
Kankan,1951,3,30,0,,35.4,24.7
Kankan,1951,3,31,0,,36.5,23.6
Kankan,1951,4,1,0,,36.3,24
Kankan,1951,4,2,0,,37.6,23.2
Kankan,1951,4,3,0,,38,22.6
Kankan,1951,4,4,0,,37,24.2
Kankan,1951,4,5,1.5,,36.9,24.5
Kankan,1951,4,6,0,,37.1,23
Kankan,1951,4,7,0,,37.8,23
Kankan,1951,4,8,0,,37,24.4
Kankan,1951,4,9,0,,37.2,23.5
Kankan,1951,4,10,4.2,,36.8,24.8
Kankan,1951,4,11,0.4,,32,20.4
Kankan,1951,4,12,0,,37.1,23.1
Kankan,1951,4,13,0,,36.8,24.5
Kankan,1951,4,14,0,,35.9,24
Kankan,1951,4,15,0,,37,24
Kankan,1951,4,16,0,,37.7,24.6
Kankan,1951,4,17,0,,37.7,25.2
Kankan,1951,4,18,24.5,,36.5,23.8
Kankan,1951,4,19,0,,34.6,17.7
Kankan,1951,4,20,0.6,,34,22.9
Kankan,1951,4,21,0,,34.4,22.2
Kankan,1951,4,22,8.7,,36.7,24
Kankan,1951,4,23,0,,29,22.4
Kankan,1951,4,24,0,,34,23.7
Kankan,1951,4,25,25.6,,26.8,21.7
Kankan,1951,4,26,0,,32.8,22.2
Kankan,1951,4,27,0,,31.6,22.6
Kankan,1951,4,28,0,,34.9,22
Kankan,1951,4,29,0,,33.5,23.5
Kankan,1951,4,30,0,,35.4,23.8
Kankan,1951,5,1,0,,35.4,24
Kankan,1951,5,2,12.4,,34.8,20.6
Kankan,1951,5,3,0,,29.6,21
Kankan,1951,5,4,0,,33.3,23.8
Kankan,1951,5,5,5.4,,33,24.4
Kankan,1951,5,6,0,,33.5,21.9
Kankan,1951,5,7,0.1,,29.5,25
Kankan,1951,5,8,1.2,,33.6,22.4
Kankan,1951,5,9,0,,31.2,21.5
Kankan,1951,5,10,30.1,,32.8,23.4
Kankan,1951,5,11,0,,29.8,22
Kankan,1951,5,12,10.7,,32.6,23
Kankan,1951,5,13,8.3,,31.5,22.2
Kankan,1951,5,14,0,,33.8,22.6
Kankan,1951,5,15,0,,28.6,21.7
Kankan,1951,5,16,0,,33.7,22.5
Kankan,1951,5,17,15,,33.8,22.6
Kankan,1951,5,18,0,,33.3,20.7
Kankan,1951,5,19,6.1,,30.6,23.8
Kankan,1951,5,20,32.3,,29,22.2
Kankan,1951,5,21,4.5,,28.6,20
Kankan,1951,5,22,25.6,,33.8,23
Kankan,1951,5,23,13.7,,31,19.8
Kankan,1951,5,24,0,,29.6,20.6
Kankan,1951,5,25,7.1,,30.1,20.9
Kankan,1951,5,26,1,,26.9,21.5
Kankan,1951,5,27,0,,31.7,22.6
Kankan,1951,5,28,0,,33.3,22.9
Kankan,1951,5,29,5.4,,33,22.3
Kankan,1951,5,30,0,,32.7,21.1
Kankan,1951,5,31,3.1,,32.1,22.8
Kankan,1951,6,1,0,,32.2,20.4
Kankan,1951,6,2,0,,32,21.1
Kankan,1951,6,3,7.9,,29.6,20.5
Kankan,1951,6,4,0,,30.3,19.1
Kankan,1951,6,5,0,,32,21.9
Kankan,1951,6,6,0,,30.6,22.6
Kankan,1951,6,7,20.5,,32,21.1
Kankan,1951,6,8,0,,27.4,20.1
Kankan,1951,6,9,15.5,,30.8,21.8
Kankan,1951,6,10,0,,29.2,20.5
Kankan,1951,6,11,0,,32.1,21.1
Kankan,1951,6,12,0,,30.6,22.3
Kankan,1951,6,13,0,,29,22.9
Kankan,1951,6,14,15,,32.4,21.3
Kankan,1951,6,15,14.3,,28.4,21.2
Kankan,1951,6,16,1.8,,31.5,20.6
Kankan,1951,6,17,4.2,,31.8,20.6
Kankan,1951,6,18,0,,31.2,20
Kankan,1951,6,19,2.8,,30.6,22.9
Kankan,1951,6,20,17.2,,31.1,21.7
Kankan,1951,6,21,25.8,,29,22.5
Kankan,1951,6,22,31,,29.2,20
Kankan,1951,6,23,2.2,,23.7,18.8
Kankan,1951,6,24,0,,30.9,19.8
Kankan,1951,6,25,6.8,,31.1,21.4
Kankan,1951,6,26,11.5,,31.4,21.2
Kankan,1951,6,27,0,,31.2,20.7
Kankan,1951,6,28,0,,32,22.1
Kankan,1951,6,29,1.7,,32,23
Kankan,1951,6,30,2.6,,28.6,20
Kankan,1951,7,1,19.4,,30,20.6
Kankan,1951,7,2,0.3,,30.1,20
Kankan,1951,7,3,0.3,,26.5,20.3
Kankan,1951,7,4,2,,30.7,20.3
Kankan,1951,7,5,0,,31.4,21.1
Kankan,1951,7,6,0,,31.5,22
Kankan,1951,7,7,0,,27,22
Kankan,1951,7,8,60.1,,30,21.8
Kankan,1951,7,9,0.3,,29.1,20.1
Kankan,1951,7,10,0,,27.4,20.2
Kankan,1951,7,11,19.3,,29,20.2
Kankan,1951,7,12,0,,26.8,20.3
Kankan,1951,7,13,2.9,,29.6,21.6
Kankan,1951,7,14,7.7,,27.8,20.5
Kankan,1951,7,15,8.5,,29.4,20.8
Kankan,1951,7,16,16.1,,31,21.3
Kankan,1951,7,17,10.7,,24,20.2
Kankan,1951,7,18,0.7,,30.3,19
Kankan,1951,7,19,2.6,,29.5,21.1
Kankan,1951,7,20,3.3,,30,20.8
Kankan,1951,7,21,0,,29.8,22
Kankan,1951,7,22,0,,29.9,21.5
Kankan,1951,7,23,0.6,,28.7,22.2
Kankan,1951,7,24,0,,28.9,20.2
Kankan,1951,7,25,0,,30,20.4
Kankan,1951,7,26,7.4,,29.5,22.1
Kankan,1951,7,27,28.2,,30.1,20.1
Kankan,1951,7,28,0,,29.2,21.9
Kankan,1951,7,29,46.7,,29,22
Kankan,1951,7,30,17,,24.5,20.3
Kankan,1951,7,31,1.4,,28.9,21.2
Kankan,1951,8,1,0.8,,27.8,21.5
Kankan,1951,8,2,5.6,,25.8,21.7
Kankan,1951,8,3,0,,28.9,21.8
Kankan,1951,8,4,15.4,,28.3,22.2
Kankan,1951,8,5,1.4,,29.6,21.8
Kankan,1951,8,6,2.5,,25.8,22.1
Kankan,1951,8,7,10.7,,29.2,21.7
Kankan,1951,8,8,0,,28.9,21.1
Kankan,1951,8,9,18.4,,29.5,22
Kankan,1951,8,10,52.5,,29.7,20.2
Kankan,1951,8,11,2.9,,29.2,20.8
Kankan,1951,8,12,0,,29.1,22.1
Kankan,1951,8,13,6.8,,28.1,22.5
Kankan,1951,8,14,0,,29.9,20.6
Kankan,1951,8,15,0,,29,21.5
Kankan,1951,8,16,0.6,,29,22
Kankan,1951,8,17,21.5,,27,21.5
Kankan,1951,8,18,13.2,,27.3,20.5
Kankan,1951,8,19,0,,29.4,20.9
Kankan,1951,8,20,0,,29.5,21
Kankan,1951,8,21,9,,28.5,20.3
Kankan,1951,8,22,0,,30.5,20.7
Kankan,1951,8,23,0,,29.7,21.7
Kankan,1951,8,24,0,,27.6,23
Kankan,1951,8,25,14.2,,25.2,20.5
Kankan,1951,8,26,0,,30,20.9
Kankan,1951,8,27,0.7,,29.2,21.1
Kankan,1951,8,28,27.8,,25.7,18.5
Kankan,1951,8,29,0.2,,30.8,20.6
Kankan,1951,8,30,28.9,,30.5,20.8
Kankan,1951,8,31,2.6,,27.5,20.9
Kankan,1951,9,1,0,,28.5,21.2
Kankan,1951,9,2,1.5,,29.5,21.8
Kankan,1951,9,3,30.9,,30.5,21.4
