Station,Year,Month,Day,Rain,RelHum,Tmax,Tmin
Kankan,2011,01,28,0,30,39,18.5
Kankan,2011,01,29,0,36,38.5,21
Kankan,2011,01,30,0,48,37.5,22.5
Kankan,2011,01,31,0.2,46,37,23.5
Kankan,2011,02,01,0,48,37.4,24
Kankan,2011,02,02,0,44,35.8,25.2
Kankan,2011,02,03,0,44,35,21.5
Kankan,2011,02,04,0,23,31.5,20
Kankan,2011,02,05,0,61,32.6,20
Kankan,2011,02,06,0,33,33,16.5
Kankan,2011,02,07,0,29,35,17
Kankan,2011,02,08,0,35,36.7,17.5
Kankan,2011,02,09,0,33,35.5,18.8
Kankan,2011,02,10,0,39,37,20
Kankan,2011,02,11,0,29,37,20
Kankan,2011,02,12,0,29,36.4,19
Kankan,2011,02,13,0,35,34.5,20.4
Kankan,2011,02,14,0,24,34,16.6
Kankan,2011,02,15,0,23,34.7,16.5
Kankan,2011,02,16,0,26,37,15.4
Kankan,2011,02,17,0,23,37.1,17.5
Kankan,2011,02,18,0,21,37.1,19.4
Kankan,2011,02,19,0,25,38.3,18.6
Kankan,2011,02,20,0,26,39,18
Kankan,2011,02,21,0,28,40,20
Kankan,2011,02,22,0,38,40,20.5
Kankan,2011,02,23,0,34,37.5,19
Kankan,2011,02,24,0,19,38.2,18.9
Kankan,2011,02,25,0,30,38,16.3
Kankan,2011,02,26,0,38,38.5,20.2
Kankan,2011,02,27,0,23,38,
Kankan,2011,02,28,0,19,38,
Kankan,2011,03,01,0,27,37.3,
Kankan,2011,03,02,0,35,38,
Kankan,2011,03,03,0,47,38.6,
Kankan,2011,03,04,0,32,38.2,
Kankan,2011,03,05,0,48,35,
Kankan,2011,03,06,0.3,54,35.4,
Kankan,2011,03,07,0,52,38,
Kankan,2011,03,08,0,39,35,
Kankan,2011,03,09,0,46,39.2,
Kankan,2011,03,10,0.3,52,37.5,
Kankan,2011,03,11,0,39,35,
Kankan,2011,03,12,0,45,39.5,
Kankan,2011,03,13,0,42,39,
Kankan,2011,03,14,0,48,39,
Kankan,2011,03,15,0,38,36.6,
Kankan,2011,03,16,0,39,38.9,
Kankan,2011,03,17,0,32,38.4,
Kankan,2011,03,18,0,46,35.5,
Kankan,2011,03,19,0,40,39.9,
Kankan,2011,03,20,0.1,47,38,
Kankan,2011,03,21,0,65,37.5,
Kankan,2011,03,22,0,40,38.4,
Kankan,2011,03,23,0,61,37.8,
Kankan,2011,03,24,0,45,39.5,
Kankan,2011,03,25,0,47,39.5,
Kankan,2011,03,26,0,43,40,
Kankan,2011,03,27,0.7,58,40,
Kankan,2011,03,28,0,58,37.6,
Kankan,2011,03,29,0,56,38.4,
Kankan,2011,03,30,0,45,37.4,
Kankan,2011,03,31,0,41,39.8,
Kankan,2011,04,01,0,41,33,
Kankan,2011,04,02,0,45,39.5,
Kankan,2011,04,03,0,48,40,
Kankan,2011,04,04,0,38,38,
Kankan,2011,04,05,0,59,37.5,
Kankan,2011,04,06,0,38,38,
Kankan,2011,04,07,0,40,39.8,
Kankan,2011,04,08,0,34,41.6,
Kankan,2011,04,09,0,44,40,
Kankan,2011,04,10,0,46,38,
Kankan,2011,04,11,0,51,37.8,
Kankan,2011,04,12,0,38,39,
Kankan,2011,04,13,0,60,36.4,
Kankan,2011,04,14,0,50,38.6,
Kankan,2011,04,15,0,40,39.9,
Kankan,2011,04,16,0,44,39.4,
Kankan,2011,04,17,0,41,40,
Kankan,2011,04,18,0,51,36.8,
Kankan,2011,04,19,0,52,40,
Kankan,2011,04,20,2,91,29,
Kankan,2011,04,21,0,57,39.4,
Kankan,2011,04,22,0,54,36.6,
Kankan,2011,04,23,1.9,64,38,
Kankan,2011,04,24,0,77,38,
Kankan,2011,04,25,0,62,35,
Kankan,2011,04,26,0,67,32.5,
Kankan,2011,04,27,0,63,36,
Kankan,2011,04,28,0,60,36.8,
Kankan,2011,04,29,0,54,38.8,
Kankan,2011,04,30,0,58,38,
Kankan,2011,05,01,0.1,59,35.5,
Kankan,2011,05,02,5.7,53,37.1,
Kankan,2011,05,03,17.4,83,28.3,
Kankan,2011,05,04,0,64,34.5,
Kankan,2011,05,05,0,67,37,
Kankan,2011,05,06,0,61,36.8,
Kankan,2011,05,07,0,70,33,
Kankan,2011,05,08,12.9,63,35.7,
Kankan,2011,05,09,5.8,79,31,
Kankan,2011,05,10,0,71,33,
Kankan,2011,05,11,0,66,34.5,
Kankan,2011,05,12,11.4,81,31.7,
Kankan,2011,05,13,0,76,30.5,
Kankan,2011,05,14,4.5,66,34,
Kankan,2011,05,15,0,75,30,
Kankan,2011,05,16,0,66,34.6,
Kankan,2011,05,17,0.2,61,35.5,
Kankan,2011,05,18,0,67,35.2,
Kankan,2011,05,19,0,70,34.5,
Kankan,2011,05,20,0,70,34.6,
Kankan,2011,05,21,6,87,26,
Kankan,2011,05,22,0,71,33.2,
Kankan,2011,05,23,0,69,33,
Kankan,2011,05,24,3.8,67,35.2,
Kankan,2011,05,25,0,72,34,
Kankan,2011,05,26,0,71,34,
Kankan,2011,05,27,0,70,34.7,
Kankan,2011,05,28,0,69,33.8,
Kankan,2011,05,29,19.6,71,31,
Kankan,2011,05,30,1.3,75,33.5,
Kankan,2011,05,31,0,66,33,
Kankan,2011,06,01,0,71,35,
Kankan,2011,06,02,0,68,35,
Kankan,2011,06,03,14.5,69,32,
Kankan,2011,06,04,0,77,32,
Kankan,2011,06,05,40.6,82,34,
Kankan,2011,06,06,1.9,75,31,
Kankan,2011,06,07,15.2,73,35,
Kankan,2011,06,08,0,71,31,
Kankan,2011,06,09,0,72,33,
Kankan,2011,06,10,0,69,33.8,
Kankan,2011,06,11,0,76,32,
Kankan,2011,06,12,17.3,83,32.5,
Kankan,2011,06,13,2.5,84,31.1,
Kankan,2011,06,14,0,75,32.1,
Kankan,2011,06,15,0,72,35.5,
Kankan,2011,06,16,0,71,29.8,22.7
Kankan,2011,06,17,0,69,33.9,20.9
Kankan,2011,06,18,26.5,72,31.5,23.6
Kankan,2011,06,19,3.4,83,28,20.1
Kankan,2011,06,20,1.8,77,32.2,22.1
Kankan,2011,06,21,0,79,29.8,23.4
Kankan,2011,06,22,0,69,33.8,22.2
Kankan,2011,06,23,4.6,79,33.1,20.3
Kankan,2011,06,24,29.2,82,29.5,20.7
Kankan,2011,06,25,0,78,30,19
Kankan,2011,06,26,0,78,32,22
Kankan,2011,06,27,7.3,70,32.2,22.2
Kankan,2011,06,28,0,80,29.8,20.5
Kankan,2011,06,29,0,73,32.3,21.7
Kankan,2011,06,30,0,73,32,22.6
Kankan,2011,07,01,25.7,87,32,15.7
Kankan,2011,07,02,0,78,32,21
Kankan,2011,07,03,24.7,70,33,22.2
Kankan,2011,07,04,0,75,33,17.4
Kankan,2011,07,05,29.6,77,31.6,21
Kankan,2011,07,06,0,82,31.9,19.7
Kankan,2011,07,07,0,69,33.1,21.7
Kankan,2011,07,08,0.3,69,33.3,21.9
Kankan,2011,07,09,4.7,72,33.3,22.2
Kankan,2011,07,10,0,78,31.8,20.9
Kankan,2011,07,11,0,73,29.7,21.2
Kankan,2011,07,12,0,75,31,21.5
Kankan,2011,07,13,52.5,71,31.9,22.1
Kankan,2011,07,14,2.1,85,31.9,17.2
Kankan,2011,07,15,0,78,30.2,21.1
Kankan,2011,07,16,6.3,76,31.8,22.4
Kankan,2011,07,17,0,82,31.8,22.4
Kankan,2011,07,18,1,75,29.9,21.2
Kankan,2011,07,19,0,75,32.1,20.4
Kankan,2011,07,20,0,73,32.1,20.1
Kankan,2011,07,21,32.2,84,32.1,19.7
Kankan,2011,07,22,0,76,31.1,19.6
Kankan,2011,07,23,0,75,31.9,22
Kankan,2011,07,24,0,76,31.9,22.5
Kankan,2011,07,25,0,74,30.4,22.9
Kankan,2011,07,26,12.9,78,29.9,17.5
Kankan,2011,07,27,0,81,28.1,20.7
Kankan,2011,07,28,0,75,30.5,20.2
Kankan,2011,07,29,10.9,83,32.5,14.6
Kankan,2011,07,30,25.1,84,32.5,19.8
Kankan,2011,07,31,3,87,30.1,20.9
Kankan,2011,08,01,0,77,32,21.2
Kankan,2011,08,02,20.3,81,34.7,22.4
Kankan,2011,08,03,3.7,77,31.3,21.6
Kankan,2011,08,04,0,78,31.2,13
Kankan,2011,08,05,0,80,29,21.5
Kankan,2011,08,06,0,73,31.8,21.7
Kankan,2011,08,07,3.2,83,28,21
Kankan,2011,08,08,17.3,75,31.4,20.5
Kankan,2011,08,09,11.8,80,32,20
Kankan,2011,08,10,0,73,32.5,19.4
Kankan,2011,08,11,0,74,31,21.5
Kankan,2011,08,12,15.5,84,31.5,23
Kankan,2011,08,13,0,76,32,20.3
Kankan,2011,08,14,0,78,32,21.5
Kankan,2011,08,15,0,75,31.8,21.5
Kankan,2011,08,16,0.5,86,27.5,21.5
Kankan,2011,08,17,16.7,79,31.6,21.4
Kankan,2011,08,18,49.8,79,30,20.2
Kankan,2011,08,19,1.9,81,28,20
Kankan,2011,08,20,30.2,86,30.5,14.2
Kankan,2011,08,21,46.5,90,26,20
Kankan,2011,08,22,0,74,31.5,21
Kankan,2011,08,23,10.3,79,30.8,20.5
Kankan,2011,08,24,4.7,82,28.2,19.7
Kankan,2011,08,25,0,74,30.5,21
Kankan,2011,08,26,20.7,76,30.5,22.4
Kankan,2011,08,27,8.3,88,29,19
Kankan,2011,08,28,15,72,32,22
Kankan,2011,08,29,2,78,29.4,21.3
Kankan,2011,08,30,0,77,31,20.2
Kankan,2011,08,31,0,82,29,22.4
Kankan,2011,09,01,1.1,75,31,22.5
Kankan,2011,09,02,0,77,31.1,21.5
Kankan,2011,09,03,1.8,88,26.5,21.4
Kankan,2011,09,04,20.5,70,32.7,21.6
Kankan,2011,09,05,8.7,77,31.6,19.9
Kankan,2011,09,06,0.6,80,32.7,22.4
Kankan,2011,09,07,0,80,33,21
Kankan,2011,09,08,12.5,75,33,21.2
Kankan,2011,09,09,10.2,74,31.9,21.1
Kankan,2011,09,10,0,82,32.1,19.1
Kankan,2011,09,11,21.3,80,30.5,21.2
Kankan,2011,09,12,0.4,81,31.7,21
Kankan,2011,09,13,13,76,31.8,21.3
Kankan,2011,09,14,0,69,32,21
Kankan,2011,09,15,0,79,32,19.6
Kankan,2011,09,16,0.6,83,32.4,22.3
Kankan,2011,09,17,13.8,89,31.1,20.4
Kankan,2011,09,18,4.7,83,33.7,19.3
Kankan,2011,09,19,14.1,81,30.5,21.6
Kankan,2011,09,20,14.5,78,32.7,20.7
Kankan,2011,09,21,4.9,77,32,21.8
Kankan,2011,09,22,24.3,77,33,21
Kankan,2011,09,23,0,82,30.2,18.3
Kankan,2011,09,24,0,74,33.5,20.4
Kankan,2011,09,25,0,74,32.5,20.3
Kankan,2011,09,26,19.8,73,33.1,22.4
Kankan,2011,09,27,5.2,80,33.5,20
Kankan,2011,09,28,35,73,32,20.5
Kankan,2011,09,29,16,76,32,20.8
Kankan,2011,09,30,17.4,88,29.5,19.5
Kankan,2011,10,01,0,79,29.9,20.4
Kankan,2011,10,02,0,77,32.2,21
Kankan,2011,10,03,0,72,33.1,23
Kankan,2011,10,04,4.6,70,32.5,19.5
Kankan,2011,10,05,0,70,34,21.5
Kankan,2011,10,06,0,67,34.5,22.5
Kankan,2011,10,07,0,73,34.4,15
Kankan,2011,10,08,0,67,34.1,21.9
Kankan,2011,10,09,0.2,70,34,21.9
Kankan,2011,10,10,0.2,54,32.5,21.4
Kankan,2011,10,11,0,71,34.8,23
Kankan,2011,10,12,14.6,67,34,19
Kankan,2011,10,13,21,75,32.2,16.6
Kankan,2011,10,14,10.6,81,27.2,19.9
Kankan,2011,10,15,0,82,28.1,20.2
Kankan,2011,10,16,0,75,31,22.5
Kankan,2011,10,17,0,74,34.2,22.6
Kankan,2011,10,18,0,64,34.5,20.5
Kankan,2011,10,19,0,65,33,20
Kankan,2011,10,20,0,70,35,19.5
Kankan,2011,10,21,0,69,33.3,16.4
Kankan,2011,10,22,40.5,71,33,22
Kankan,2011,10,23,2.6,75,30.2,20
Kankan,2011,10,24,0,73,33.8,20.6
Kankan,2011,10,25,0,70,34,21.5
Kankan,2011,10,26,0.6,79,32,21.5
Kankan,2011,10,27,0,71,32.5,20.5
Kankan,2011,10,28,18.2,78,33.6,17.5
Kankan,2011,10,29,0,76,33.2,15.2
Kankan,2011,10,30,0,68,34.2,20.2
Kankan,2011,10,31,1.1,80,34.2,21.5
Kankan,2011,11,01,0,68,33.5,20.8
Kankan,2011,11,02,0,71,34.5,20.6
Kankan,2011,11,03,0,72,34.5,21.5
Kankan,2011,11,04,0,69,34.5,21.4
Kankan,2011,11,05,0,69,33.6,21.1
Kankan,2011,11,06,0,63,34.4,19.5
Kankan,2011,11,07,0,65,34.5,20.6
Kankan,2011,11,08,0,73,35,22
Kankan,2011,11,09,0,62,35.1,22
Kankan,2011,11,10,0,68,34.6,21.5
Kankan,2011,11,11,0,70,34.5,20.9
Kankan,2011,11,12,0,71,33.1,20.4
Kankan,2011,11,13,0,67,35.7,20.2
Kankan,2011,11,14,0,65,35,18.6
Kankan,2011,11,15,0,55,35.9,15.5
Kankan,2011,11,16,0,57,35.4,17.4
Kankan,2011,11,17,0,54,35.6,18.2
Kankan,2011,11,18,0,56,35.7,19.6
Kankan,2011,11,19,0,55,34.9,18.4
Kankan,2011,11,20,0,51,35.5,18.5
Kankan,2011,11,21,0,50,35.7,22
Kankan,2011,11,22,0,59,34.7,21.5
Kankan,2011,11,23,0,51,35.3,17.4
Kankan,2011,11,24,0,65,31.4,18.6
Kankan,2011,11,25,0,61,35.5,21.9
Kankan,2011,11,26,0,56,35.2,19.9
Kankan,2011,11,27,0,56,34.7,18.1
Kankan,2011,11,28,0,59,35,17.1
Kankan,2011,11,29,0,57,35.5,22.4
Kankan,2011,11,30,0,63,35.2,16.5
Kankan,2011,12,01,0,53,34.2,16.4
Kankan,2011,12,02,0,58,34.5,13.6
Kankan,2011,12,03,0,46,36,13.7
Kankan,2011,12,04,0,37,36,13.5
Kankan,2011,12,05,0,53,36,14
Kankan,2011,12,06,0,42,34.9,13.2
Kankan,2011,12,07,0,45,34.7,12.5
Kankan,2011,12,08,0,46,35.2,14.4
Kankan,2011,12,09,0,48,35.5,13.8
Kankan,2011,12,10,0,43,35.5,14
Kankan,2011,12,11,0,44,35.5,14
Kankan,2011,12,12,0,40,33.5,14
Kankan,2011,12,13,0,44,31.5,13
Kankan,2011,12,14,0,40,33,12.5
Kankan,2011,12,15,0,43,33.4,12.7
Kankan,2011,12,16,0,42,33.5,13.4
Kankan,2011,12,17,0,43,34.5,13.1
Kankan,2011,12,18,0,49,34,11
Kankan,2011,12,19,0,47,34,11
Kankan,2011,12,20,0,47,35,12.6
Kankan,2011,12,21,0,55,35,12.5
Kankan,2011,12,22,0,36,30.8,14.5
Kankan,2011,12,23,0,37,34.1,12.5
Kankan,2011,12,24,0,43,34.5,12.6
Kankan,2011,12,25,0,45,34.5,12
Kankan,2011,12,26,0,45,34,12
Kankan,2011,12,27,0,43,34.5,12
Kankan,2011,12,28,0,46,34.3,12
Kankan,2011,12,29,0,44,31.1,14
Kankan,2011,12,30,0,35,29.8,15.1
Kankan,2011,12,31,0,40,27.8,12
Kankan,2012,01,01,0,,30.5,10
Kankan,2012,01,02,0,,34,10
Kankan,2012,01,03,0,,34.5,9
Kankan,2012,01,04,0,,34,13
Kankan,2012,01,05,0,,34.5,14.5
Kankan,2012,01,06,0,,34.7,14
Kankan,2012,01,07,0,,35,13.6
Kankan,2012,01,08,0,,36,12
Kankan,2012,01,09,0,,36.4,11.7
Kankan,2012,01,10,0,,36.7,13
Kankan,2012,01,11,0,,35.2,13.2
Kankan,2012,01,12,0,,35.5,11.7
Kankan,2012,01,13,0,,33.2,11.7
Kankan,2012,01,14,0,,33.4,11.3
Kankan,2012,01,15,0,,34.5,11.6
Kankan,2012,01,16,0,,35.7,12.7
Kankan,2012,01,17,0,,34.5,14.3
Kankan,2012,01,18,0,,31.1,14.7
Kankan,2012,01,19,0,,28.3,15
Kankan,2012,01,20,0,,30.5,14.5
Kankan,2012,01,21,0,,32.6,17
Kankan,2012,01,22,0,,33.5,18
Kankan,2012,01,23,0,,34.7,16.4
Kankan,2012,01,24,0,,35.5,17
Kankan,2012,01,25,0,,34.6,16.8
Kankan,2012,01,26,0,,35.8,16
Kankan,2012,01,27,0,,36,16.2
Kankan,2012,01,28,0,,37,16.4
Kankan,2012,01,29,0,,35.4,15.8
Kankan,2012,01,30,0,,37.3,17.2
Kankan,2012,01,31,0,,36.3,16.5
Kankan,2012,02,01,0,,35.7,16.3
Kankan,2012,02,02,0,,35.7,17.4
Kankan,2012,02,03,0,,36.5,14.8
Kankan,2012,02,04,0,,37,14.3
Kankan,2012,02,05,0,,37,15.3
Kankan,2012,02,06,0,,32,14.5
Kankan,2012,02,07,0,,31.5,13
Kankan,2012,02,08,0,,30.7,17.7
Kankan,2012,02,09,0,,33,14
Kankan,2012,02,10,0,,35.5,15.3
Kankan,2012,02,11,0,,35.5,17.9
Kankan,2012,02,12,0,,36.1,20
Kankan,2012,02,13,0,,36.1,16
Kankan,2012,02,14,0,,36,14
Kankan,2012,02,15,0,,36.1,17.4
Kankan,2012,02,16,0,,37.4,16.3
Kankan,2012,02,17,0,,38.6,16
Kankan,2012,02,18,0,,38.7,21.2
Kankan,2012,02,19,0,,38.7,23.5
Kankan,2012,02,20,0,,38,21.5
Kankan,2012,02,21,0,,38,22
Kankan,2012,02,22,0,,38,21.7
Kankan,2012,02,23,0,,34.8,21.8
Kankan,2012,02,24,0,,34.8,23.5
Kankan,2012,02,25,0,,37.4,20.3
Kankan,2012,02,26,0,,38.2,18
Kankan,2012,02,27,0,,39,20
Kankan,2012,02,28,0,,39,20
Kankan,2012,02,29,0,,39,18.2
Kankan,2012,03,01,0,,37.8,23.5
Kankan,2012,03,02,0,,36,21.5
Kankan,2012,03,03,0,,38,19.9
Kankan,2012,03,04,0,,38.7,18.6
Kankan,2012,03,05,0,,38.5,18.5
Kankan,2012,03,06,0,,38,22.5
Kankan,2012,03,07,0,,38,21.5
Kankan,2012,03,08,1.2,,37.8,25.4
Kankan,2012,03,09,0,,37.6,23.8
Kankan,2012,03,10,0,,35.5,24.4
Kankan,2012,03,11,0,,35,21.7
Kankan,2012,03,12,0,,35.7,17.5
Kankan,2012,03,13,0,,35.8,17
Kankan,2012,03,14,0,,38.1,15.8
Kankan,2012,03,15,0,,39.3,17.5
Kankan,2012,03,16,0,,40.1,18.8
Kankan,2012,03,17,0,,39,22.2
Kankan,2012,03,18,0,,39,24.4
Kankan,2012,03,19,0,,38.5,26.5
Kankan,2012,03,20,0,,39,25.5
Kankan,2012,03,21,0,,38.9,26.5
Kankan,2012,03,22,0,,39.2,25.5
Kankan,2012,03,23,0,,39.3,25.4
Kankan,2012,03,24,0,,39.2,26.8
Kankan,2012,03,25,0,,39,24.5
Kankan,2012,03,26,0,,39.5,26
Kankan,2012,03,27,0,,37,21.5
Kankan,2012,03,28,0,,38,25.8
Kankan,2012,03,29,0,,37.4,26
Kankan,2012,03,30,0,,39.9,24.8
Kankan,2012,03,31,0,,38.1,26.1
Kankan,2012,04,01,0,,39,25.5
Kankan,2012,04,02,0,,39,24
Kankan,2012,04,03,0,,38.8,22.6
Kankan,2012,04,04,0,,38,24
Kankan,2012,04,05,0,,37.7,26.7
Kankan,2012,04,06,0,,36,23
Kankan,2012,04,07,0,,39,23.9
Kankan,2012,04,08,0,,38.5,25.5
Kankan,2012,04,09,0,,30.5,24.6
Kankan,2012,04,10,0,,38,23.3
Kankan,2012,04,11,0,,38,24.5
Kankan,2012,04,12,0,,39.1,24.3
Kankan,2012,04,13,0,,28.1,22
Kankan,2012,04,14,0,,38.6,22.6
Kankan,2012,04,15,0,,40.5,26
Kankan,2012,04,16,0,,38.5,25.1
Kankan,2012,04,17,0,,38,24
Kankan,2012,04,18,0,,38,25
Kankan,2012,04,19,0.1,,39,24.5
Kankan,2012,04,20,0,,31.9,24.9
Kankan,2012,04,21,1.6,,37.3,19.4
Kankan,2012,04,22,0,,40,23.5
Kankan,2012,04,23,0,,40,22.5
Kankan,2012,04,24,14,,38,26
Kankan,2012,04,25,0,,38,18.5
Kankan,2012,04,26,0,,38.2,22.6
Kankan,2012,04,27,0,,39.5,23.6
Kankan,2012,04,28,3.2,,39.5,19.6
Kankan,2012,04,29,0,,39.5,20.5
Kankan,2012,04,30,0,,39.5,20.5
Kankan,2012,05,01,14.5,,39,19.5
Kankan,2012,05,02,0,,34,20
Kankan,2012,05,03,0,,35.5,24
Kankan,2012,05,04,0.1,,37.5,19
Kankan,2012,05,05,0,,37.5,18.5
Kankan,2012,05,06,0,,37.3,18
Kankan,2012,05,07,0,,38,22
Kankan,2012,05,08,0,,38,24.5
Kankan,2012,05,09,0,,38,24
Kankan,2012,05,10,0,,37,20
Kankan,2012,05,11,0,,37.5,24
Kankan,2012,05,12,0,,,
Kankan,2012,05,13,0,,,
Kankan,2012,05,14,24.7,,37,17.5
Kankan,2012,05,15,23.4,,35.5,14.1
Kankan,2012,05,16,11,,33.6,22.3
Kankan,2012,05,17,0,,33.4,21.4
Kankan,2012,05,18,0,,35.6,24
Kankan,2012,05,19,1.2,,35.6,25
Kankan,2012,05,20,0,,35,18.1
Kankan,2012,05,21,1.6,,35,24
Kankan,2012,05,22,0,,34,24.4
Kankan,2012,05,23,0,,36.9,24.6
Kankan,2012,05,24,0,,36.9,20
Kankan,2012,05,25,5.6,,34.5,19.9
Kankan,2012,05,26,0,,35.5,21
Kankan,2012,05,27,0,,37.5,24.2
Kankan,2012,05,28,0,,37.5,25.4
Kankan,2012,05,29,40,,35.9,14
Kankan,2012,05,30,0,,33.1,21.6
Kankan,2012,05,31,25.4,,33.1,21.6
Kankan,2012,06,01,10.5,,33.1,11
Kankan,2012,06,02,8.2,,32.5,20.5
Kankan,2012,06,03,28.7,,31.5,15.5
Kankan,2012,06,04,0.3,,33,21.6
Kankan,2012,06,05,15,,34.4,22.5
Kankan,2012,06,06,0,,34.4,15.5
Kankan,2012,06,07,0,,32.9,22.2
Kankan,2012,06,08,1.7,,33,21.2
Kankan,2012,06,09,8.5,,33,20
Kankan,2012,06,10,0,,33.2,22
Kankan,2012,06,11,0,,33,24.5
Kankan,2012,06,12,3.3,,32.5,16.2
Kankan,2012,06,13,0,,30.5,20.5
Kankan,2012,06,14,0,,31,22.3
Kankan,2012,06,15,0,,33.1,22.4
Kankan,2012,06,16,0,,34.4,20.6
Kankan,2012,06,17,45.1,,34.4,22.3
Kankan,2012,06,18,0,,31,10.5
Kankan,2012,06,19,28,,32,15.2
Kankan,2012,06,20,0,,32,21
Kankan,2012,06,21,6,,32,20.5
Kankan,2012,06,22,0.3,,32,10.6
Kankan,2012,06,23,17,,31.5,21.5
Kankan,2012,06,24,0.1,,31.5,11
Kankan,2012,06,25,0.7,,30,22
Kankan,2012,06,26,2,,32.1,16
Kankan,2012,06,27,0,,32.1,20
Kankan,2012,06,28,3,,31,17.2
Kankan,2012,06,29,0.6,,30.5,15.7
Kankan,2012,06,30,0,,31.1,20.7
Kankan,2012,07,01,0,,31.5,22
Kankan,2012,07,02,4.5,,29.2,20.6
Kankan,2012,07,03,0,,31.5,25.5
Kankan,2012,07,04,34,,30.5,20
Kankan,2012,07,05,8.2,,30.5,20
Kankan,2012,07,06,0,,29.2,22
Kankan,2012,07,07,0,,31,22
Kankan,2012,07,08,15,,27.2,21.1
Kankan,2012,07,09,0,,30,20.5
Kankan,2012,07,10,0,,31,21.6
Kankan,2012,07,11,4.1,,32.5,21.5
Kankan,2012,07,12,0,,28,23
Kankan,2012,07,13,0.7,,32,17.5
Kankan,2012,07,14,0,,31.4,22.3
Kankan,2012,07,15,83,,30,22
Kankan,2012,07,16,0,,27.3,11
Kankan,2012,07,17,0,,31.5,21
Kankan,2012,07,18,0,,32,22
Kankan,2012,07,19,15,,28.7,20.5
Kankan,2012,07,20,11,,29,15.5
Kankan,2012,07,21,0,,30.1,21.6
Kankan,2012,07,22,24,,32.5,21.4
Kankan,2012,07,23,10.4,,31,16.7
Kankan,2012,07,24,0,,30.9,21.2
Kankan,2012,07,25,0.5,,26.5,21.5
Kankan,2012,07,26,0,,29,22.5
Kankan,2012,07,27,6.7,,30.5,20.5
Kankan,2012,07,28,0,,30.4,20
Kankan,2012,07,29,45,,31,21
Kankan,2012,07,30,0,,30,19
Kankan,2012,07,31,36,,31.8,22.5
Kankan,2012,08,01,8,,30,19
Kankan,2012,08,02,4.4,,31,17.5
Kankan,2012,08,03,0,,30,11.1
Kankan,2012,08,04,66,,27.6,11
Kankan,2012,08,05,1.2,,30.4,20
Kankan,2012,08,06,0,,30.5,22
Kankan,2012,08,07,25.5,,30.5,22
Kankan,2012,08,08,2.1,,29,19.5
Kankan,2012,08,09,3.3,,30.5,20.2
Kankan,2012,08,10,0,,30.4,20.5
Kankan,2012,08,11,0,,29.3,20.5
Kankan,2012,08,12,6.8,,30,21.5
Kankan,2012,08,13,0,,29.7,20.5
Kankan,2012,08,14,0.8,,29.3,18.7
Kankan,2012,08,15,20,,27,12
Kankan,2012,08,16,10,,31,14
Kankan,2012,08,17,0,,31,14.8
Kankan,2012,08,18,0,,32,21.2
Kankan,2012,08,19,13,,28.3,18.7
Kankan,2012,08,20,0,,29.5,21
Kankan,2012,08,21,0,,32,20.5
Kankan,2012,08,22,0.5,,30,22.2
Kankan,2012,08,23,1.1,,31,21.2
Kankan,2012,08,24,4.6,,31.1,21.4
Kankan,2012,08,25,18.3,,30.4,20.8
Kankan,2012,08,26,8.1,,30.5,19.5
Kankan,2012,08,27,0,,31.1,21
Kankan,2012,08,28,15.5,,31,11.1
Kankan,2012,08,29,0,,32,19.8
Kankan,2012,08,30,10.4,,32.5,20
Kankan,2012,08,31,0,,31,21.5
Kankan,2012,09,01,4,,31,21.5
Kankan,2012,09,02,29,,30.5,20.5
Kankan,2012,09,03,33,,30.2,10.5
Kankan,2012,09,04,2,,31.4,22
Kankan,2012,09,05,24,,31,22.5
Kankan,2012,09,06,6.8,,30,19.6
Kankan,2012,09,07,0,,30.2,21.2
Kankan,2012,09,08,22.8,,32.5,21
Kankan,2012,09,09,46.6,,30.5,11
Kankan,2012,09,10,5.7,,33.5,21.5
Kankan,2012,09,11,22.2,,32.5,12.4
Kankan,2012,09,12,9.1,,30.6,21
Kankan,2012,09,13,13.7,,31.3,15
Kankan,2012,09,14,0,,31.3,15
Kankan,2012,09,15,38,,33,21
Kankan,2012,09,16,9,,30.3,11.5
Kankan,2012,09,17,0,,31.2,20
Kankan,2012,09,18,2.9,,32,22.2
Kankan,2012,09,19,3.4,,24,19.7
Kankan,2012,09,20,19.1,,31,20
Kankan,2012,09,21,0,,32,10.5
Kankan,2012,09,22,31.1,,31,19.5
Kankan,2012,09,23,10,,32,21.6
Kankan,2012,09,24,0,,31.5,22
Kankan,2012,09,25,0,,34,22
Kankan,2012,09,26,0,,34.7,20
Kankan,2012,09,27,2.8,,33.3,20
Kankan,2012,09,28,3,,29.5,20.5
Kankan,2012,09,29,0,,33,19.6
Kankan,2012,09,30,0,,29,20
Kankan,2012,10,01,12.5,,33.5,20
Kankan,2012,10,02,33.1,,34,20.5
Kankan,2012,10,03,0,,31.5,21.5
Kankan,2012,10,04,1.2,,31.6,20
Kankan,2012,10,05,0.2,,32.5,18.5
Kankan,2012,10,06,2.5,,33.7,17.6
Kankan,2012,10,07,5.4,,29.3,18.5
Kankan,2012,10,08,17.8,,28,11.7
Kankan,2012,10,09,0,,30.8,17.3
Kankan,2012,10,10,18,,33,21
Kankan,2012,10,11,0,,32,12
Kankan,2012,10,12,0,,34,22
Kankan,2012,10,13,0,,33.7,21.2
Kankan,2012,10,14,0,,33,22
Kankan,2012,10,15,0,,33.9,22
